Company,City,Name,Date,Review
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,Дмитрий Ацетилен,26 декабря 2020,"Великолепное предприятие, очень доволен работой с ними."
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,NAPALM DEATH,9 февраля,Обычная охранная организация
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,Альберт Макиев,6 марта 2020,Ведомственная охрана мин транса России стабильная работа правда зарплата минимальная
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,Евгений Плуталов,17 января 2020,Говорят об одном а получаешь гораздо меньше!!!
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,ОЛЕГ РЕБРИК,24 сентября 2019,12 лет отработал уволили за истечением срока договора
ФГУП управление ведомственной охраны Министерства транспорта Российской Федерации Северо-Кавказский филиал,RND,Александр Сизонов,10 июня 2020,"Зарплаты маленькие, ответственность большая."
Инпк Секьюрити,RND,Юлия Р.,29 июля 2020,"Прежде чем сделать выбор охранной компании я общалась наверное со всеми, кто предоставляет эту услугу. ИНПК быстрее всех перезвонили, быстрее всех сделали просчет, общались вежливее и заинтересованнее всех других, более того, цены на саму услугу и на оборудование у них приятнее. Особенно понравилось, что специалисты по установке оборудования приезжают тогда, когда Я могу найти на это время, а не мне нужно подстраиваться под их график. Клиентоориентрованность в эпоху конкуренции решает. 
Техник тоже не подвёл, очень доходчиво, терпеливо и грамотно рассказал, какое есть оборудование, чем отличается друг от друга, потратил время, чтобы выбрать оптимальный для нас вариант с учётом всех нюансов, в итоге мы пришли к тому, что хотели, уложились в адекватный бюджет, и рады сотрудничеству с ИНПК секьюрити. Услугами пользуемся более полугода, никаких нареканий нет. 
Даже когда произошло срабатывание охраны по нашей вине, позвонила диспетчеру, чтобы отменить тревогу, и не столкнулась с недовольным тоном, мол ""понаставят охран и забывают снять"", нет, очень вежливое общение и у диспетчера, очень профессионально решают ситуацию, по телефону проверили, что мы действительно хозяева, и только потом закончили звонок. Начальник отдела продаж, которая заключала с нами договор, потрясающая женщина, очень приятно работать с такими располагающими людьми. Любой вопрос решит и уладит в пользу клиента."
Инпк Секьюрити,RND,Роман Ерошенко,12 февраля,"Современный офис, широкий спектр охранных услуг, хорошее качество работ по установке оборудования."
Инпк Секьюрити,RND,Aleksandr K.,1 октября 2020,"После посещения Вашими сотрудниками дома, выяснилось, что сигнализация работает не коректно, обещали приехать и проверить, уже месяц не ответа не привета. Прошу проверить сигнализацию."
Инпк Секьюрити,RND,Жанна С.,25 августа 2020,"Так как мне посоветовали знакомые,ни о чём не жалею.Всегда реагируют быстро и выполняют свою работу на отлично.Спасибо вам ребята."
Инпк Секьюрити,RND,Dimeon,30 апреля,Хорошая охранная организация.
Инпк Секьюрити,RND,Евгений Бекетов,23 января 2020,Очень хорошая компания. Надежная. Отзывчивые сотрудники. Высококлассные охранники.
Инпк Секьюрити,RND,Александра Гаранова,20 апреля 2020,"Если сохранить своё имущество, то только здесь. Работают профессионалы. Обращайтесь не пожалеете."
Инпк Секьюрити,RND,Vladislav u.,18 октября 2019,"в отличии от других компаний, эта самая дружелюбная к клиентам, все решается в телефонном режиме и оперативно"
Инпк Секьюрити,RND,Vitaliy S,28 октября 2020,Профессионалы своего дела!
Инпк Секьюрити,RND,Василий Добрунов,26 сентября 2020,Высший класс
Инпк Секьюрити,RND,Марк П.,26 июля 2020,Высший уровень!
Инпк Секьюрити,RND,Костя Мухамбетов,20 октября 2019,"Охрана хамит,дерзит,не выполняет свою работу"
Инпк Секьюрити,RND,Лариса,14 февраля 2020,Нормальная организация!
Охранно-розыскное предприятие,RND,Svetlana Shopina,4 октября,"Удивили работники данной компании, очень ответственно относятся к своим обязанностям. Если указано четыре минуты в договоре, то за это время и приезжают, без опозданий. К тому же уважительно ведут себя с клиентом, что, честно говоря, не привычно для наших охран"
Охранно-розыскное предприятие,RND,Ольга Шпакова,6 февраля,Охрана работает очень оперативно! Установили систему быстро расчёт оплаты подключения был чётко рассчитан без лишних навязываний услуг!
Охранно-розыскное предприятие,RND,Федерация гонок с препятствиями Р.,18 ноября 2020,Оперативное реагирование. Порадовало время прибытия наряда.
Охранно-розыскное предприятие,RND,Алена Ч.,18 ноября 2020,Спасибо за дополнительное патрулирование района!👍
Спецохрана Юг,RND,Светлана Теплова,22 сентября,"Как и многие другие, доверила охрану своего имущества именно Спецохране. Одна из немногих охранных организаций, которая имеет полный штат собственных сил реагирования, с вооруженными охранниками. Время реагирования к рбъекту минимальное, до 7 минут, есть отдельный клиентский отдел с очень приятными менеджерами, которые все мои вопросы, решает оперативно, Кравченко Ирина💪. Что касается негативных комментариев, так необходимо читать условия договора и тогда подобных звонков не будет. Более того в любой компании есть свои плюсы и минусы, охранная организация направлена на защиту имущества, а эту обязанность Спецохрана выполняет на хорошо. Удачи и процветания!"
Спецохрана Юг,RND,rusboy2,22 октября,"Одна из старейших контор в стране. В большенстве профессионалы,со многими знаком лично."
Спецохрана Юг,RND,Маргоша Ш.,28 сентября 2020,"В реальности заработали минус миллион звёзд!!! Объясните, почему извращенцы с этой конторы звонят мне в Краснодар по- ночам???? Причем я их даже не знаю..."
Спецохрана Юг,RND,анастасия К.,22 октября 2019,"Отвратительное отнршение к клиентам! Когда то сталкивалась по работе с данной организацией, у них в базе остался мой номер, по которому регулярно с данной организации звонят в 2-3 часа ночи! Я уже как год не работаю в данной организации, но это им не мешает звонить мне регулярно ночью! Планирую уже обращаться в прокуратуру, просто не дают спокойно спать уже по ночам!"
Спецохрана Юг,RND,Алексей Коптев,17 июля,"Янтарный, 2 минуты, супер"
Спецохрана Юг,RND,Кирилл Колесов,20 апреля,"Проблема в этой организации, что у них нет технарей и охранников."
Спецохрана Юг,RND,Наталья Д,19 апреля,Профессиональное охранное предприятие.
Спецохрана Юг,RND,Александр Клементьев,7 декабря 2019,Все пожарно-охранное оборудование и фурнитура к нему в одном месте. Я очень доволен.
Спецохрана Юг,RND,Игорь З.,16 февраля 2020,Профисиональное оказание всех видов охранных услуг.
Спецохрана Юг,RND,Роман Ревякин,10 июля 2019,"ребята охраняют мой дом в янтарном, очень быстро реагируют!"
Спецохрана Юг,RND,Владимир В.,16 ноября 2018,"Хорошая компания. 
Фактически весь спектр охранных услуг.
Доступные цены"
Спецохрана Юг,RND,Сергей Славянский,29 мая 2019,"По ул. Завкомовская невозможно заехать и выехоть, везде стоят машины предприятия!!!"
Спецохрана Юг,RND,Konstantin Kovalev,1 июля 2020,Хорошая охранная фирма
Спецохрана Юг,RND,Борис Абрамов,19 октября 2019,Кнопка работает - приезжают за 20 мин
Спецохрана Юг,RND,Сергей Лавриненко,24 октября 2019,Все серьёзно. Отлично.
Спецохрана Юг,RND,Виталий Глушков,3 марта 2020,Надёжная компания
Спецохрана Юг,RND,Игорь Г.,24 декабря 2019,Отличная компания!!!
Спецохрана Юг,RND,Konstantin K.,3 февраля 2020,Честная компания
Спецохрана Юг,RND,Klim S,22 марта 2020,Очень круто
Спецохрана Юг,RND,Иван Гончаров,19 июня 2019,Очень четкий сервис
Спецохрана Юг,RND,10 8.,21 июня 2019,Красиво тут
Формула Безопасности,RND,Иван Солодов,30 января,"По совету знакомых обратился в этот чоп по установке охранной сигнализации на магазин, техник приехал через пару часов , установил оборудование аккуратно, и еще фирма дала бонус 2 месяца бесплатного обслуживания. От души ребята,буду  вас рекомендовать."
Формула Безопасности,RND,"ООО ""Спецстрой""",14 октября 2020,"Обращались в ЧОП для охраны строительных обьектов на территории Ростовской области,Крыма,Краснодарского края.Директор лично приехал на встречу,основной личный состав ЧОПа это спортсмены,силовики в отставке.Благодарим за сотрудничество!Директор по развитию Владислав Шильный  ООО ""Спецстрой"""
Формула Безопасности,RND,Lev G,21 января,"Хорошая компания охраняют много объектов в том числе государственные, благодаря им во дворе немного спокойнее."
Формула Безопасности,RND,Сергей Я.,25 января,Сотрудничаем второй год.На январских праздниках пресекли кражу генератора и кабеля на строительной площадке и задержали воров с поличным.
Формула Безопасности,RND,Анастасия К,2 февраля,"Довольна качеством услуг охраны дома, оперативно и ответственно."
Генерал,RND,Кристина Сергеевна,18 августа,"Никому не советуем обращаться в данную компанию!!! Неграмотные сотрудники, хотели расторгнуть договор, оборудование сотрудники сняли, а абон. плату начислять продолжили! Менеджер Дарья 3 месяца просто не берет трубку! Где таких глупых набирают непонятно 🤷‍♀️"
Генерал,RND,Светлана,23 октября,"Охранник этого предприятия рукояткой пистолета раздробил лицо прохожему парню, который почему-то вызвал у него подозрения... 
Дали 4,5 лет.
Теперь будет время подумать, что он всего лишь охранник, а не бесстрашный неадекват"
Генерал,RND,Наталья Андреева,11 сентября,Если вас интересует поф.охрана.. то сюда можно обратиться.. Главным критерием было.. что оснащены они не дурно.. реагируют быстро.. пока всё нравится.
Генерал,RND,Ольга К.,22 июня,Спасибо большое ребятам из этого охранного предприятия!!!! Роман и Пётр.  Фамилии к сожалению не знаю. В ночь с 20го по 21го июня 2021 года они отреагировали на вызов за 5 минут.
Генерал,RND,Евгений Галушкин,19 марта,"Хуже компании нет. Услуги не оказывали 5 лет, а оплату  давай.  Пытались расторгнуть договор всячески затягивают и присылают счета. Не идите туда будут проблемы!!!"
Генерал,RND,Амфибрахий Ксенофонтович,19 июня 2020,"Я клиентка Генерала уже больше трёх лет. Они охраняют частный дом за городом. Установили охранную систему за 40 тысяч рублей, и по 1,5 тысячи абонплата. Приезжают охранники за 7 минут в чистое поле."
Генерал,RND,Костя Н.,27 сентября 2019,"По моему резюме меня пригласили на собеседование.Я подъехала по времени чуть раньше ,но начальника не оказалась.Мне предложили заполнить анкету и чтоб типа не ждать сказали проверят по СБ и перезвонят ,но прошло 7 дней нет звонка видимо не заморачиваются или приняли или им не подходит человек который работал 4 года назад в Роскосмосе и имел 1 форму допуска(а я ведь спросила я 5 лет назад работала в вашей сфере) но ничего как мне сказали.Осадок от таких посещений очень неоднозначный или им не нужны работники с допусками или они набирают простите по внешнему виду 90-6--90"
